SALARY,EXPERIENCE,AGE,HT,WT,PPG_LAST_SEASON,APG_LAST_SEASON,RPG_LAST_SEASON,PER_LAST_SEASON,PPG_CAREER,APG_CAREER,RGP_CAREER,GP,MPG,FGP,THP,FTP,APG,BLKPG,STLPG,TOPG
838464,0,19,205.74,96.83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
838464,0,22,205.74,103.62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20445779,7,29,203.2,104.98,22.2,4.9,5.3,23.7,16.4,3.4,4.9,458,32.8,0.452,0.339,0.832,3.4,0.5,1.5,1.5
1512601,14,33,205.74,107.24,2,1,0,5.54,15,2.3,6.1,880,34.7,0.455,0.332,0.77,2.3,0.5,1,1.6
15170787,5,28,210.82,114.03,5.9,4.6,0.5,14.69,8.3,6.7,1.1,376,24.5,0.506,0.328,0.785,1.5,1.1,0.9,1.3
14000000,9,33,205.74,104.98,12.2,7.1,0.7,15.45,9.7,6.4,1.2,667,26.1,0.506,0.157,0.703,1,1.2,0.6,1.2
2444053,3,22,187.96,88.69,5.1,2.8,1.6,14.1,4.4,2.8,1.4,179,15.7,0.423,0.341,0.81,2.8,0.1,1,0.7
2160746,0,20,193.04,95.93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2667600,1,21,213.36,109.05,2,0,0,19.88,2,0,0,1,4,0.5,0,0,0,0,1,0
1512601,9,30,190.5,90.5,8.4,1.5,1.4,11.53,18.9,5.7,3.6,495,33.8,0.451,0.296,0.822,5.7,0.4,0.8,2.8
19000000,9,30,187.96,88.24,14.2,7,3,16.44,12.7,5.7,2.5,670,27.6,0.447,0.357,0.844,5.7,0.3,1.2,2.3
4750000,10,33,203.2,113.12,8.9,3.1,0.3,13.89,6.5,3.5,0.3,599,20.3,0.421,0.376,0.772,0.9,0.3,0.4,0.6
7839435,3,22,213.36,112.22,21.3,2.4,12.3,24.99,21.6,2.4,11.7,246,34.9,0.543,0.387,0.836,2.4,1.4,0.7,2.3
25467250,4,23,203.2,87.78,17.7,2,4.4,13.1,19.7,2.1,4.1,327,36.2,0.447,0.33,0.741,2.1,0.5,1,2.1
5455236,2,25,198.12,90.5,4.7,0.4,1.5,9.03,5.3,0.5,1.4,143,15.3,0.394,0.38,0.874,0.5,0.1,0.5,0.4
24157303,5,25,213.36,119.91,13.9,9,1,20.69,8.8,6.9,1,387,25.5,0.586,0,0.568,0.9,1,0.8,1.4
838464,0,20,195.58,89.59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1512601,13,34,185.42,92.76,6.9,2.5,1.9,13.11,11.4,5.4,3,938,30.3,0.412,0.329,0.789,5.4,0.2,1.2,2.1
2118840,1,20,200.66,85.97,3.1,0.3,0.8,7.43,3.1,0.3,0.8,61,12.5,0.414,0.333,0.9,0.3,0.2,0.4,0.2
30560700,8,28,205.74,99.55,21.9,3.3,5.7,18.71,18.6,3.2,6.2,527,33.4,0.432,0.376,0.845,3.2,0.4,1.7,2.6
8653847,4,24,205.74,99.55,8.4,0.7,3.9,16.19,7.5,1,3.6,303,21.9,0.444,0.301,0.641,1,1.2,0.5,1
1544951,2,23,198.12,95.02,5.8,1,1.4,7.08,6.1,1.1,1.8,121,16.5,0.39,0.323,0.834,1.1,0.1,0.4,0.9
1378242,1,25,198.12,101.81,3,0.5,1.5,5.14,3,0.5,1.5,48,10.9,0.336,0.354,0.59,0.5,0.2,0.3,0.7
1757429,4,24,210.82,99.55,4.4,0.7,5.6,16.19,9.3,1.4,7.2,223,26,0.512,0.25,0.624,1.4,1.4,1.6,1.7
5451600,8,29,205.74,104.07,3.9,2.4,0.3,10,7.3,4.3,0.5,559,22.7,0.455,0.37,0.757,1.1,0.5,0.6,0.7
10000000,5,26,200.66,95.02,5,1.2,4.7,10.9,4.6,0.9,4,295,22.5,0.482,0.257,0.467,0.9,0.7,0.9,0.6
15500000,5,25,185.42,77.83,19.4,6.2,3.1,17.41,12.9,4.8,2.5,352,23.7,0.434,0.32,0.827,4.8,0.1,0.8,2.4
35654150,10,29,190.5,90.5,25.4,10.3,10.1,24.8,23,8.2,6.6,748,34.4,0.435,0.311,0.814,8.2,0.3,1.7,4
6957105,8,28,205.74,99.55,9.3,7.6,0.6,12.02,7.5,5.9,0.6,589,24.8,0.421,0.335,0.726,1.2,0.6,1,1.3
1544951,2,22,193.04,90.5,5.4,0.7,1.1,16.59,3.6,1.7,1.4,40,12.1,0.368,0.259,0.787,1.7,0.2,0.5,1.1
3628920,1,20,213.36,106.33,4.4,3.3,0.5,7.56,4.4,3.3,0.5,66,15.8,0.398,0.31,0.643,0.8,0.5,0.3,0.9
10837079,6,25,205.74,99.55,6.5,0.9,2.7,12.59,7.3,0.9,3.6,415,23,0.474,0.33,0.607,0.9,0.6,1,0.9
1544951,2,24,205.74,97.29,1,0.3,0.5,4.9,1.6,0.3,0.6,70,5.8,0.294,0.239,0.75,0.3,0.1,0.2,0.2
10595506,6,26,215.9,115.38,3.4,2.1,0,17.81,5.5,3.7,0.3,332,15.7,0.468,0.373,0.824,0.8,0.3,0.2,0.7
27977689,6,28,190.5,88.24,26.9,6.6,4.5,25.19,23.1,6.2,4.1,469,36.4,0.432,0.368,0.884,6.2,0.3,0.9,2.8
25759766,5,27,190.5,85.97,21.4,3.4,4,17,17.2,2.9,3,341,29.2,0.454,0.408,0.842,2.9,0.3,0.9,1.8
11111111,4,24,213.36,124.43,14.3,9,1.4,19.28,10.4,7.3,1.2,238,21.6,0.485,0,0.612,1.5,1.2,0.8,2
1544951,2,21,208.28,110.86,4,4,0,-3.19,3,2.3,0.2,6,12.3,0.583,0,1,0.7,0.2,0.5,1.2
1760520,0,19,193.04,83.71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1512601,4,25,198.12,92.76,4.4,1,1.6,9.05,7,1.6,2.1,267,21.1,0.386,0.349,0.801,1.6,0.3,0.4,1.1
1740000,1,21,205.74,113.12,2.3,2,0.1,7.49,2.3,2,0.1,27,7,0.4,0.125,0.667,0.5,0.1,0.2,0.7
838464,0,19,198.12,92.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17868853,8,29,200.66,99.55,8.2,2.2,3.1,9.88,10.2,3.5,4.8,613,27.9,0.433,0.301,0.788,3.5,0.3,0.8,1.8
2074320,0,23,195.58,89.59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1679520,1,20,208.28,112.22,0.9,1.2,0,9.51,0.9,1.2,0,9,3.2,0.273,0,1,0.1,0,0,0
11536515,7,27,198.12,96.83,7.7,1,3,13.13,9.7,1.6,2.9,365,21,0.426,0.353,0.765,1.6,0.1,0.6,1.3
7305825,6,28,198.12,106.33,9.7,3.4,0.3,10.44,9,3.8,0.3,463,23.7,0.429,0.341,0.791,1.4,0.3,1,0.8
9600000,3,23,198.12,85.97,8.1,3.1,1.9,16.72,5.7,2.2,1.8,162,20.2,0.395,0.306,0.757,2.2,0.2,0.4,1.3
16900000,8,27,208.28,119.91,12.3,7.2,1.1,18.82,11.6,7.2,1.3,556,26.1,0.517,0.202,0.663,1.1,1.3,0.8,1.5
23241573,5,26,215.9,110.86,13.5,10.7,2.3,20.71,10,10,2.2,325,28,0.614,0,0.629,1.2,2.2,0.6,1.6
13045455,4,31,203.2,102.26,11.5,4.8,4.2,14.42,7,2.8,2.9,324,23,0.447,0.416,0.761,2.8,0.1,1,1.3
3111480,1,22,190.5,97.29,20.5,3.7,3.7,16.74,20.5,3.7,3.7,79,33.4,0.437,0.34,0.805,3.7,0.3,1.5,2.7
2150000,3,26,185.42,81,4.5,1.8,1.2,11.91,4.7,1.7,1.2,162,14.5,0.439,0.388,0.754,1.7,0.1,0.6,1
1512601,2,25,203.2,104.07,1,0.3,1,9.22,0.9,0.3,0.8,32,3.9,0.277,0.063,0.75,0.3,0,0.2,0.3
1378242,1,25,198.12,102.26,5,1.4,3.4,10.84,5,1.4,3.4,69,16.7,0.423,0.356,0.803,1.4,0.2,0.5,0.8
14975000,7,27,193.04,85.97,13.1,5.3,4.6,15.43,10.8,7.9,4.3,430,31.3,0.385,0.325,0.836,7.9,0.1,2,2.8
5250000,12,34,200.66,99.55,8.2,0.9,4.2,15.86,6.1,1.5,3.9,778,23.2,0.449,0.347,0.737,1.5,0.4,1.1,0.9
3360000,6,31,208.28,110.86,2.6,2.4,1.2,15.19,3.7,3,1.2,333,16.1,0.437,0,0.724,0.7,1.2,0.5,0.6
